,TEXT,label
448,I bought this car as a winter/mileage maker instead of driving my 05 GTO. I average 35 mpg on country road driving. The price and warranty were excellent. I paid under 8k with incentives. If you are looking for a cheap reliable car with 100k mile warranty this is it!,4
449,"I am very happy with my new truck. Owned the 2000 1500 4X4 and put 135,000 on it with only a water pump break down but it was not enough truck to haul 2 horses. This truck sure is, I didn't realize what a difference the bigger truck would be. I have the gas engine and it is currently getting 18 mpg on the freeway same as the 1500. Towing I get about 13 mpg. Lots of get up and go with the trailer when I need it. Still getting used to the new interior design, trying to figure where to put things like sunglasses,storage under back seats is better than previous design. Ford friends say my mpg will decrease dramatically at about 60000 hope they are wrong and just looking for something to pick at.",3
450,"I would like to know how the public is being fooled about poor mileage from GM cars. I set the cruise at 55 and get 38 mpg on the instant mpg readout and at 70 mph I get 35, aprox. 26 in the city. and this isn't a tiny car. Plenty of room and I'm 6 ft 2 in. Beautiful car, absolutely quiet. A great ride. An excellent car at a great price. I highly recommend to everyone to test drive a Malibu.",4
451,"I have owned/driven all of the other brands before buying my 07 Tundra. I have owned a Ford F150, Titan, Dodge Ram, and none of these trucks compare to the new Tundra. It is more refined, powerful, comfortable, and reliable. Really, there is nothing that Toyota can do to this truck to make it better... maybe some power adjustable pedals. Overall, I am VERY impressed with this truck. The 07 Tundra is truly going to change everything and everyones perception about trucks. Its as perfect as a truck can get.",4
452,"The Fit is one sweeeeeet ride. Comfortable, economical, great shifter, zippy performer, handles well. Even though it is a four-year-old design, it shows why Honda garners so many awards and loyal customers. I have heard it compared to the Chevy (Daewoo) Aveo in looks, but The Fit is a much more integrated design, and the interior is light years ahead of the Koreans. No other small hatchback, urban runabout or wagon comes close to the Fit, except perhaps the Scion xA. It is Storm Silver Metallic, sort of an almost charcoal grey, with black interior. The only major flaw is the lack of a sunroof option. Honda, great job! I will surely take a close look at the next-gen Fit in a few years!",3
453,Looks good and feels good. The bells and whistles could be better quality. Not enough power. Transmission seems to have problems finding gears. My check engine light has come on 3 times. Most frustrating is the car leaks when it rains! the car is now rusting inside from it. the car has been in for service 3 times and they still have not fixed it right.,1
454,"So far we have had this car for about 4 months. My wife absolutely loves her car, she feels it is easy to drive and the most comfortable we have ever owned. I like the sporty feel (when she lets me drive it), and it never lacks for power. If you are looking for a new family car check out the new Passat, you will not be disappointed.",4
455,"Bought this vehicle while I was in Iraq through military buying program. Did research on these types of sites, and information was overwhelmingly positive, even though it was not rated well in Consumer Report. I took a bit of a ""plunge"" and bought it strictly on consumer ratings, vehicle magazine ratings (other than CR), and people such as you giving honest feedback on these sites. Got a great deal and bought a Sport 4x4, CVT transmission, electronic package. I have been driving it for a month now and it exceeds my expectations! I was concerned about a 4-cylinder engine, but more than enough power to get around. I heard some cons about the CVT, but not an issue...works very well.",4
456,"I bought this vehicle for my wife, however I have a hard time passing it on to my vehicle. I think if this was around when I bought my vehicle I would have bought it instead. My wife loves it also. I know we will be traveling in her vehicle more now. By the way we exchanged a Lincoln Navigator for it, and it rides better than the Navigator. It gives my Mercedes a run for the money.",3
457,"I tinkered around with moving to a car from a SUV for several years. I began looking at Infiniti's, Lexus's, BMW's, and even Porsche's. The main draw of the E350 was the 4Matic feature. I am a work-aholic and don't like to miss work due to weather. After I found one at a local dealer, I took it out for a spin. Oh my, was it impressive. I loved the looks. I loved the power. I loved the comfort and fit. It was smooth and powerful. The seats are very supportive. The tranny is smooth and agile and the ride is perfection! After only months of ownership I am convinced I made a great choice. I haven't had it serviced yet which makes me a bit nervous. However, I expect a great experience!",4
458,"The ride is very smooth and quiet. For the price I paid I am very happy, I really like this little truck.",3
459,"Our 2007 V6, 6-speed automatic transmission AWD SEL Fusion is a fantastic car EXCEPT for the horrific in-city gas mileage, a pitiful 13 mpg after 1,800 miles. Our terrain is flat as a fritter. The climate is mild (56 degrees on Feb. 27) and we are both conservative, gentle drivers. The car did, however achieve 26.5 mpg (going) and 24.2 mpg (returning) on a recent 360-mile trip. It's the in-city, stop-and-go travel, 95 percent of our driving, that is the killer. I find it incomprehensible that a 3,300-pound, mid-size car would have such terrible in-city mileage in the year 2007. We enjoy everything else about the car. Ford has a winner here. But the mileage situation needs to be addressed",2
460,"5,000 miles in approx. 1 month. 6 cylinder, auto, no frills, manual windows, vinyl floors, seats. Roomy, added Work Rack and boxes. Felt engine lacked power, downshifted too often on inclines. Added K&N air filter. Big improvement. Better mileage, too. Good truck. Comfortable.",3
461,"I bought this XD with the auto trans, that was the first mistake. This thing scares the heck our of me while trying to merge into 70 mph traffic. Road noise is excessive and the ride is rather bumpy. The brakes are adequate but spongy. Highway mpg is not too bad at 38 but local driving is a dismal 23 mpg. Rear passenger space is surprisingly adequate for average sized people. Rear storage space is small but this a sub compact and is to be expected. The hubcaps had to go. I bought 7 spoke wheels that look much better.",1
462,"We just purchased our Outback Sport hatchback in silver last week. We already have 640 miles from taking rides while being amazed at the gas mileage. Sticker indicates 20/27 city/hwy. We are getting 24-25 city and 33 on the highway. I am 6'4"" and feel very comfortable in this car. We bought this car to replace our Mini Cooper and couldn't be happier. It is extremely sporty, rides very nice, handles excellent, has plenty of power, plenty of cargo and passenger capacity, and did I say sporty? This car is the only small car to receive the rigid IIHS (Insurance Institute of Highway Safety) top 2008 pick safety rating. The Subaru Outback Sport is truly the ""hidden gem"" of small cars.",4
463,"Perfectly fine vehicle to get from point A to point B. The ride was fairly smooth compared to other cars in the segment. I like the brisk acceleration. The doors had a good solid feel. This is the first car to get me car sick as a drive as the car rolled around in fast turns. I only averaged 28 mpg on the highway with the Sentra. This was probably due to the ride height, springy gas pedal and CVT config. Nissan still needs to improve their build quality. Plastic looked like they came out of a generic brand toy. Bottom line, you can get better driving dynamics, build quality, fuel economy or value with a Corolla, Civic or a Mazda3.",1
464,Nice ride and drive. Not as strong as expected. Interior is first class for a truck and by far the best looking truck. 6.4L is not as strong as I thought it would be and transmission stinks. Mine has allready been at the dealership for a transmission reprogram. Fuel economy is awful.,2
465,"This is my first Honda. I have had the car for 4 weeks and I am very impressed with the quality that Honda delivers at this price point. The car is quick and nimble with the 5-Speed manual transmission. Also lots of fun to drive. I bought this car for the excellent gas millage and I am getting around 33 MPG in combination of highway (with traffic) and around town. This car has lots of room. I am 6' 2"" and there is plenty of headroom and ample legroom. No complaints from the back seat either. The Honda engineers really maximize the interior space for such a small car. The seats fold in many different configuations to accomadate various cargo.",4
466,"This car is everything I want. I am a mother of three very busy children and this car fits all our needs. I wanted the luxury componets, since I am in it so much , but it has such family friedly features everyone loves it! Drives nice. All the extras in this car make all the difference. I feel safe in it with my kids. The interior styling is great, but I also think it has a stylish exterior too! Better than Lexus or Mazada.",4
467,Exceptional upscale SUV. Handles like a fine car but has all the advantages of an SUV. Just purchased this SUV in late October but it has been a dream to drive. Interior has many improvements over previous years. Higher quality materials used. Also larger engine but with better mileage.,4
468,"Great car, smooth and comfortable ride. Great mileage - have driven ~5200 miles and have gotten ~22mpg in city and ~30.5 mpg on a 475 mile trip from NC to KY via the Virginia/WV mountains. Worth every penny (since I got it for a discount buying a new 2008 as the 2009 models were coming in).",4
469,"This is my 3rd 3-series (2002 325i, 2006 325i, now my 2008 328i Coupe) and I can say that I have been a loyal, dedicated customer of BMW. The cars are so wonderful once you buy one you can't buy or drive any other make. It feels like a part of you physically as you drive the car, from the structure to the brakes to the steering and engine the feeling is so terrific and reassuring other makes feel like appliances in comparison or clouds to drive (i.e. Lexus). BMW sure has created a car worthy of master craftsmanship that will have longevity in the marketplace for years to come if they keep up the wonderful effort in producing such a wonderful product!",4
470,"I bought a cts-v in 2005, and I thought that car was a blast to drive. The 2008 cts, 3.6 d.i., all wheel drive, handles as good, and ride quality is superior to the V. I have to admit, that I love this new cts better than the cts-v. interior is comfortable, the exterior is beautiful! I am in love with my cts!",4
471,Whith the rising cost of gas and the lack of needing two SUVs. The Scion tC was the perfect vehicle for my daily commuter needs even with all four of my children.,4
472,"This is a fun car to drive! I was concerned about the size of the vehicle because I have kids. They fit comfortably. The car has great power and excellent gas mileage. I used to drive a Yukon Denali and was disappointed with the handling. For much less, I got a smoother ride, fun car and great gas mileage.",4
473,"We just returned from a five day trip in our new Ford Explorer Limited. We are very happy with it except for the loud engine noise that it makes when you barely put on the gas to pass, going up an incline or just taking off. We gotta get something done about this problem. I have purchased a stream of Exploerers and this has to be by far the loudist of all which makes me think there is something wrong in the manifold/exaust area connections or that there is far too little insullation on the rear fire wall.",3
474,"I purchased my 2008 STI in March of 2008 and have been completely satisfied. It is fast, useful and the 2008 avoided the ""boy racer"" wing of older STIs. Some say the car has gotten soft - as compared to what? If a far better car and as fast as my 2004 Mustang Cobra and a powerful car with all wheel drive is simply amazing. The dealers are now discounting the STI heavily - my advice is if you want performance and durability - test drive the new STI - and gas mileage is 20-22 if you exercise some control. The STI is hands down the best performance car I have ever owned",4
475,"I have driven many ""luxury"" vehicles, including lexus and mercedes, nothing compares to this car. This is, by leaps and bounds, the best purchase I ever made. This is a GREAT car!",4
476,"At first I was hesitant about buying such a small car, but I saw the crash test ratings online before buying the Smart, and I signed up to buy it. It gets great gas mileage, plus you can garantee that as soon as you pull out of your driveway, your car will get attention. It is fun to drive and it looks sporty.",4
477,This is a great car-nimble and fun to drive. Have it for 3 months and so far I have encountered no problems. I really like its keyless feature-you don't need to insert key to start the engine (like an expenssive car). It's highly recomended.,4
478,"Second Passat, previous one was a 2000. This car is head and shoulders better, with improved styling, performance, and safety features. I love it! Can't beat the price for a near-luxury European sedan.",4
479,"I just picked up my 2007 G35 Sport Sedan (Auto) last weekend and have been loving it since I drove it off the lot. The other cars that I evaluated in my purchasing process were the Lexus IS350, Audi 3.2 A4, and the BMW 335. The G holds it own with all and surpasses them in many ways, most notably price, performance, and driving experience. Considering that each of the aforementioned models are at least 3k more in price I don?t see how one could justify such a premium. Interior and exterior styling is truly outstanding and the sport model is flat out ?tight?. An outstanding automobile!",4
480,"I purchased the SX4 in December of 07. Being my first new car it has been the best compared to my 91 Lincoln Mark 7 and my 95 Mazda 626. It feels like you're doing laps around a go-cart track. It's always eager to downshift wich makes it hit that right note at all times. My mom even wanted to borrow it and she has a 07 BMW 3 series. She loved it until she crashed it. Wasn't anything major but the front bumper, radiator, grill and headlight needed replcing and she still rides the same if not better then the day I got her. It's funny how the first accident my mom's ever gotten in. It had to be my brand new SX4 but you wouldn't even notice the dealership did an excelent job, another great thing about SX4",4
481,"What a trill to drive. The Nypnotic Teal Mica gets many stares, particularly with the black and polished aluminum wheels that I added immediately. I travel frequently for long distances, so having cruise control is a ticket saver. I discovered that you can be doing 80 mhp and not realize it. One of the main reasons for my decision to purchase the 08 xB was the ability to make it a very personal vehicle, its hard to beat the value for your dollar ratio. Shape, weight and power were my second reasons.",3
482,"I have been debating for some time now on trading my 2003 G35 coupe and 1997 Chevy S-10 in. We wanted to consolodate vehicles. So, my wife suggested we start looking around. It was hard parting from my G35, and I was not sure that the Escape would be a good replacement (as flashy or fun). The vehicle that we purchased was a 2008 Limited 4WD that was pratically loaded. My wife sat in the front seat and was love at first site. Once I started driving it around town I fell in love as well and forgot all about my G.......(what).",3
483,"This is an exceptional little car. Nimble, smooth, comfortable and quiet. Peppy at city speeds and adequate on the freeway. Engine noise typical for the class, but road and wind noise are hushed. Front seats very comfortable, though steering wheel a bit too far from driver. Large trunk. Adequate leg room in back seat for a 6-footer. Center gauges not a problem. Stylish interior. We liked the Honda Fit, but thunderous road noise and slow acceleration were deal breakers. Yaris somehow felt more solid and substantial. Professional car reviewers are enthusiasts and write reviews from that perspective. We found many of their complaints to be exaggerated or bogus. Give this car a test drive.",4
484,"Just got it, but is incredibly fun to drive, and the price is right. Where else can you get a fully loaded ""sport"" model at this price point. Only thing is in this area, their is about an eight week waiting list to purchase one. I had to travel an hour and an half round trip to pick one up.",4
485,"I've had my Nitro for net yet a week. So far, I love it. I'm getting good gas mileage, 18 city and 23-24 hwy. I love the kick from the 4.0L engine. Great bold styling! I get a lot of comments and questions. It's great! The R/T comes with the bigger tires and nice wheels, a nice extra.",4
486,"Had my TCH for about 2 months now and have to say I am very satisfied. I am averaging 38 mpg local, and 40+ on highway. Great idea of killing two birds with one stone, saving money on gas and being eco friendly.",4
487,Very happy with the style and performance of the new G. Best value in its class. Handling is unbelievable as is the acceleration. A great buy when considering the competition!!,4
488,"I had all the Vettes c 1-5 and and this one will make history. If you drive one you will buy one. A little hi tech for an everyday driver, but so far no problems.",4
489,"This is an awesome little car, that's fun to drive. It has some pep to it. It has good cargo space and can haul 2 6' tall guys in the backseat comfortably.",3
490,"Having owned an impressive list of performance cars I was not expecting much from the Fit in terms of performance but I was badly mistaken. This car is a blast. With a few aftermarket upgrades I made(suspension springs and lighter wheels) this car handles as well if not better than a Mini. The lack of horsepower is just not missed when you have such a wonderful chassis to play with. Gas mileage has been 38mpg on average. Build quality is excellent. Paint is good. No rattles to be heard. If you are a car enthusiast forced to ""downgrade"" for a while, this car is no downgrade!",4
491,"I am loving this car, and so do all the heads that keep turning when I ride by. I have the 2008 C300 Sport w/automatic & panoramic roof, black on black w/the aluminum interior trim. I always frowned upon black interiors but this car is stunning. I always owned front wheel drive cars in the past, Nissan Maxima & Murano, the feel of the acceleration is phenomenal, a nice mix of luxury and sport. I was amazed at how solid & sure the car drives in the rain, makes you want to push the envelope. I was leery transitioning to a car from a SUV but I don't miss it one bit. I thought the interior would feel cramped, but it feels quite comfortable & spacious, and I'm a healthy kinda guy",4
492,"Bought this car for my wife. After looking at mom mobiles this one stood out as a much cooler ride that fit our needs of towing capacity, safety, and styling. She like that it was not too big and I like that it doesn't look like a space ship. The ride is much better than previous jeeps on the road and road noise is almost nil. The back seats have plenty of room and the roof rack is great for overflow luggage. Also discovered recently that the back seats recline which is a huge benefit since most SUVs this size make you feel like you are sitting in a church pew.",3
493,Very nice vehicle. Came out of audi s4. Not the v8 beast but fun and easy to drive fast and smooth. Great road feel and lighter car to drive. More of a generic look but I wanted something more low key. Great value for the money. Did a 24 mo lease to see if i like it.,3
494,"If you're shopping for a small SUV or a wagon type of vehicle, this is the practical choice. It's highly rated on most significant categories, not to mention competitively priced, considering Hondas are known to be a little more pricey than its rivals.",3
495,"I think it was a big mistake for GM to do away with the Grand Prix. I love mine. I test drove a new G8, and was not impressed at all. The 2008 Grand Prix got a bad rap when they underrated it as just another carry over car that was ready to be put out to pasture,so to speak. I will drive this one with pride, and hope GM brings it back in a few years like the Camaro.",4
496,"I did my research, and discounted the Fit, Yaris etc in favour of the Versa bc of horsepower, room and the Nissan reputation. It exceeded all my expectations at first - fun to drive, reliable, good fuel economy, easy to handle. Then winter hit. In cold, wet weather, I would come out to the car and find ice all over the dash, controls and inside of the windows and windshields. The controls wouldn't work and the doors wouldn't shut. Warming it up - no change. Getting it fixed at the dealer proved extremely problematic ie. didn't happen - cost to me to fix was quoted at $5-10K. I just traded it in for a 2009 model - hoping for better this time around. It'll likely be my last Nissan too.",1
497,My last vehicles where Toyotas and a Chevy Suburban. My Toyota is still going strong but my Suburban is falling apart. I told my wife I'll never buy American but when she told me about the Enclave I went myself and test drove the car. Amazing look and comfort so I purchased one that same day and surprised my wife. Everywhere we go we get stopped and they ask what kind a car this is.,4
498,"So far so good, This is my second Eclipse Spyder from Mitsubishi. It has a nice appearance. I get compliments from all who see it, even strangers in parking lots. Hopefully the interior will hold up better then the '01 model. I wasn't going to buy anoher one, I waited over a year for the new Pontiac G6 convertible...what a disappointment. I left the Pontiac dealer and drove back to Mitsubishi. I went down to a 4-cyl. from the V6 I was used to driving, but the power was great. The V6 felt great. This car does not have a lot of people room, but it has plenty of shopping room. It has very sensitive controls. I am glad they got rid of the Infinity sound system. Overall I give this car a 9.5.",4
499,"Excellent performance, comfortable long driving experience, sophistication not seen in any other trucks. The only thing I didn't get was the entertainment system.",4
500,"Bought the Avalanche to replace my Silverado. Couldn't be happier except I can't get my wife out of the Avalanche! Got the White Diamond package with 22"" wheels. Took it to the car wash last week and when finished the young man asked for the owner and another customer said he wished it was his. Two of the young men wiping it down mentioned what a ""sweet ride"" I had. Drove from Utah to Texas and back fully loaded and averaged over 20 mpg at over 70 mph. Extremely comfortable ride on the open road! The folding steps are great! I'm over 6' tall and my wife is 5'; the adjustable pedals and memory seats make the truck a joy for both. Almost a year and a half and no visits to the shop.",4
501,"This car is so roomy and comfortable.My 6'4"" nephew has plenty leg and headroom in the third row seating! The design is sleek and beautiful.We have the Cocoa metallic color. The car gets head turning stares and lots of comments from other drivers. We have driven in the mountains and it has great pickup on long climbs. Absolutely love the ability to manually shift from 1st to 6th gears. Fold down seats make lots of cargo space. Remote opening of the lift gate helps when you have large loads. It is so quiet thanks to Thinsulate insulation. The mirrors are large,easily adjustable. 12 cup holders means no spills. Numerous airbags make me feel safer,esp with kids in tow. We love the sound system. Great car!",4
502,"My first new car since my 98 Grand Caravan. This car impressed me right from the test drive. The reviews mention a slow response of the CVT. Hogwash,the 2.0L w/CVT moves like a jack rabbit. My previous Mopars had lousy headlights, backup lights, and brakes. All are improved on this car. I can finally see the road on a rainy night. The SXT model is nicely equipped. Great car to take back and forth to work everyday. Very comfortable.",4
503,"This is my 3rd x5. The other 2 had the 4.4 engine and this has the 4.8. I love this truck. We also have the BMW 645 convertable. My husband and I like the x5 better. It is fast, handles like a sports car, never been in the shop for any repairs. It is alot of fun to drive. It has all the bells and whistles and is great on long trips. very comfortable for everyone. I even like the looks. I plan on getting another one when the lease is over or maybe I'll get the x 6. I recomend it to everyone. It sucks gas like most SUVs.",4
504,The Bullitt Package on the 2008 Mustang makes the car a road racing machine right from the factory. The upgrades transform the car into a fun to drive and great looking machine.,4
505,"The Wolfsburg Edition Jetta 2.0T is a much more grown-up feeling Jetta. I'm a diehard VW driver. My first VW was a 1987 Fox which I had for 9 years. I just traded in my '99 Passat GLX for this new Jetta and although I miss the interior size and weight of the Passat, the Jetta has come along way from feeling like your kid sister's car. Much roomier interior and cargo. Back seats have dual climate control, armrest with cup holders, and plenty of legroom for two full-size adults. Thw Wolfsburg comes with everything you'd need: 6-CD in-dash, MP3 adapter, power moonroof, sporty wheels.",3
506,"Coming from an '06 330i. This car is feels like it's built like a tank. It has such a heavy feeling my wife feels really secure with. I think it feels too heavy, and a bit too soft, but not like a Lexus at least. You can feel the road below you, just with a filter whereas the BMW lets you feel everything. The engine is quite good, lots of torque in low RPMs. Fuel economy is not as good as a BMW, but respectable. Dealer installed Continental ContiSport3 tires. Wish they used something else -- they are really loud. And the navigation really is terrible -- only can direct you to a number range on any given street. Welcome to the 21st century, Mercedes!!",3
507,"I really love my Versa. I went from an unreliable 1994 Mazda 626 to a 2007 Versa and it was a wise choice and a great buy. My only issue is I have not mastered parking it like I did with my Mazda. Hopefully, I will get better with time. I love my Nissan Versa!!!!",3
508,"Bought a 2008 Fusion in May and have put approximately 2,200 miles on it. Bottom line; it's fun to drive, looks great, has a lot of room for stuff, and gets solid combined gas mileage (around 24 mpg for the V6). I can't argue at all. And for all the features, it still cost the same as or less than most of the other comparable mid-size sedans. If the quality holds up, it should be a great car for the next couple of years.",3
509,"I recently purchased this truck almost a month ago for an excellent low price! The 4 cyl exceeded my expectations! The truck has plenty of power, handles great, road noise is lower than I expected and interior and exterior is sharp looking. Gas mileage is great! I wish the speakers sounder better, but hey, it's a truck! It also feels great to buy American!",4
510,I bought the 4Runner after looking at a LOT of other vehicles and the 4Runner was the best choice. Nothing beats Toyota's build quality and that can be seen with the 4Runner. You still see '84 4Runners on the road! Ride quality is excellent and the drive is smooth. Interior design is great too.,4
511,"For about six months, I researched the TCH and finally purchased it in December. I love driving this car. I am consistently averaging between 38-40 mpg both city/highway. The power and acceleration are adequate and I'm saying this coming from a six cylinder Nissan Maxima. The interior is great, despite the plastic everywhere and the exterior...well, the few times that I had to go to the gas station (and other places) I always get great comments about the look. TCH...I'm lovin' it! If you are wondering if you should buy this car, wonder no more. If I based my selection on the test drive, I probably would have missed out, but now that I own it, it's a dream to drive",4
512,"This is the best car I ever bought. Everything about this ride rocks. There is so much space inside. Everyone should buy one. The interior is incredible. The outside is stylish. The gas mileage is incredible. What's not to like. Well, I guess the 109 hp engine is the only down side... but, that equals the rocking gas mileage. Buy one... you won't regret it.",4
513,"I love love love my Mazda 3. I did a lot of research of the Honda Civic, Fit, Toyota Corolla and the Volks Jetta. I was almost going to buy the Corolla until I test drove the Mazda 3 Sedan. It was the handling that sold me and the expensive/sporty look of the trim. The Corolla was everything I expected it to be, but the Mazda 3 surpassed what I was looking for.",4
514,"Bought this 10 months ago and am looking to trade it in even though I know I will take a loss. has tons of cargo space and leg room, but the motor works too hard. Doesn't feel like it shifts properly. Not very darty--takes a long time to accelerate. Gas mileage for me has been consistently at 18 miles and less. I have never gotten even 19 mile per gallon as stated. 14 gallon tank is small--feels like I am always at the gas station. radio and amenities are positioned well for a comfy ride. Great heat and A?C but is hard to hear radio over it--not strong speakers",1
515,"I originally went to the dealership to buy an EX model with the navigation option but as soon as I saw the Si, I had to drive it. I got reeled in by the sound of the exhaust which is mellow but strong and not ""boy racerish"". The 6 speed is silky smooth. The car is not fast by any stretch of the imagination. I have had cars that made 350hp with plenty of torque and this isn?t one of them. I was never under the assumption that I was buying anything more than a Civic to use as my primary work vehicle. It is a nice, sporty looking, decent performing compact sedan but you don't notice the performance until you get above 6000 rpms. That is where the little 2.0L really shines.",3
516,"We had a 2000 Tundra that did a wonderful job for us. We moved and when it was time for a new one, the Titan pulled more weight so we got one. While the Titan was a wonderful truck, it's just not a Toyota. This new Tundra is just plain gorgeous and I anticipate performance and comfort on our cross-country journeys while pulling a trailer.",4
517,"I have owned 2 other Pontiacs. My 07 is the best car that I have driven. Plenty of horses, sporty but luxury at the same time. I sell cars for a living at a dealer and when ever we get them used I try to get people to buy this car. I believe they are worth every penny!",4
518,This corvette has been a nightmare. The first thing was the top creaks when hot and has been to the shop 4 times and still not fixed. Both front sway bar links had to be replaced and the entire rack and pinion. The drivers bottom seat panel has to be replaced and the battery has been replaced. The problems just keep mounting and for a car that costs this much I would have expected better quality.,0
519,"I owned a 2005 Chevy Trailblazer LT, loaded to the max. Sunroof,dual zone auto climate. Everything but the kitchen sink was in this truck. I loved driving it but the gas was killing me and the lease was up. I own a 08 Elantra and I'm happy with it so I figured I would check out the Sante Fe. Fit and finish is good but I don't think the ride is so smooth. When I'm doing 60mph and up I can feel it. On my trailblazer when I was doing 60 it felt like I was going 30mph Gas Mileage is between 18 and 19mpg and this is mostly all highway, so I am not to impressed with the mpg. Santa Fe is basically for the wifey and she likes it but my next truck will be a GM if they're around:)",3
520,"Had a 2006 Avalon and was hit head on by a pickup truck. Survived because of the air bags, seat belts and the front crush panels engineered into the car. Replaced the Avalon with a new 2007 Avalon. Shifts smoother, rides like a dream, and has even better milage than the 2006. I get 30/31 mpg on the road and 23/24 in town and for a full sized sedan that is amazing.",4
521,"The car runs great, handles well, nice and roomy. There is a squeaking noise going over bumps that sounds like it hasn't been lubed. I like it very much. It's versatle and fun to drive. Makes you want to get in it and go cruising except I can't because the headlights randomly flicker. This ranges from mild to severe with severe being when the dash lights flicker too and then they both blip out and then back on again. I've had it to two different dealers who can't find a thing wrong wth it so I guess it must be posessed. I wouldn't buy another one of these. I hope someone can finally fix it so I can enjoy it without worry.",2
522,Well this is my very first SUV and my very first brand new vehicle. I had a 2004 Mazda3 and a 1999 Dodge Avenger before this Jeep. I haven't had it long but I absolutely LOVE it. We looked at several different SUV's before purchasing this one and we were definitely happy with this purchase when we drove it home. I have always loved Jeeps and I was definitely happy to finally own one. It doesn't even hesitate to go through the snow we have and I feel so much safer in it. My dad did own the old body style of the Liberty and I definitely love the changes they have made!,4
523,"After owning my Dodge Avenger R/T AWD for only 1076 miles (no payments made yet!) my transmission has begun shifting way to early causing a tranny chatter. For example between 40 and 50 miles an hour the transmission has already shifted into 6th gear. Grrr. Instead of down-shifting the tranny ""chatters"" and shakes. I truly love the car and hope the dealership can repair it quickly without problems. Waited my whole life to buy ""new"" and it's going into the shop before the first payment is due!",2
524,"One of the nicest and fun to drive car i drove in my whole life. I cant describe my feelings, the interior is awesome the dashboard the seats every thing every thing in this beauty is wonderful. by by Lexus. it is time to welcome the king of luxury from Japan (Infiniti).",4
525,"As a Yukon owner for 6 years, the 2007 Yukon is a striking upgrade. Handling is very solid. Exterior fit and finish are noteworthy. Interior design is intuitive and everything works. I miss the rear ""barn doors"" of my older version. I appreciate the presence of the air bag curtains. All of the luxury items I sought are combined in this large SUV. Prior to the purchase I drove the BMW X5, the Q-ship and my last test drive was a 2007 Yukon. Exiting the 2007 Yukon, the decision was immediate: 2007 Yukon.",4
526,"I luv this car. It's compact and cute - IMHO it's the most eye-catching compact cross-over SUV in the market right now. Before we bought this car, we had test driven Honda CR-V, Subaru 2009 Forrester, RAV-4 and Matrix 2009 AWD. Rogue provides the best balance for what we are looking for in its segment. It's responsive, beautifully designed inside and out. The gas mileage is reasonable. Best of all, you get the best value out of the money you spend. Highly recommended.",4
527,"I absolutely love my 2008 CTS. I chose a 6 speed manual with the direct injection (304 hp) and for the power it gets amazing fuel economy. I have not had one single problem with this car since I drove it off the dealer lot. The cabin is comfortable, quiet and has lots of goodies to play with. Th exterior literally makes heads turn. The materials are high quality and the design is flawless.",4
528,"I have owned a 2005 Maxima, which was totaled early this year and now a 2008 Maxima. This car is really a considerable car to purchase. The comfort and performance stands out in 2008 Maxima. There are too many car buyers down-playing the CVT engine. People have been use to the engine shifting over 50 years of cars. This Maxima with CVT has no shift shock. So it's nice and smooth driving. 0-60 in 6 seconds and I able to pull a track time of 14.8 1/4 mile in 75 degree weather. With my 05 Maxima, I put on 35K miles and had NO problems with the engine. Now with this new 2008 Maxima, I have 5K miles and still no problems. This 08 SL is worth what I spent and I highly recommend it.",4
529,"Love this car! It handles great, provides a smooth ride, very quiet, great gas mileage for teh size, and looks fantastic! A lot of features for an LT model!",4
530,"I was interested in AWD, coming from a Benz SUV, and looked at Audi, Acura, Infinity, Lexus, Mercedes, and Cadillac. The 535xi was simply the best car that I drove. It also was the most expensive of the group that I tested. In fact, like others have said, it is the best car that I have ever driven! The technology is not intrusive, it is helpful and with a little practice and reading the manuals, the navigation system and communication systems are your best friends. The fit and finish of the interior is impressive. The combination of pure driving capability, speed when needed, technology, and creature comforts in the cabin, made me covet the car.",4
531,"I turned in my 2006 Explorer V6 XLT to get a smaller more fuel efficient SUV that was also not so truckish. The Escape V6 AWD was the SUV of choice. I got for a good price one year old used with 17,000 miles. The Explorer I traded in got only an avg. of 12-13 mpg and had a real truck SUV feel to it. The Escape has a much smoother feel to it and gets an avg of 19 mpg.",3
532,"I bought this car in January 2008 and since then all the other cars I drove in my life were nothing. It's an absolutely fantastic car, very quick, the engine noise fantastic ,the steering is like driving a GTi and the build quality fabulous. Of course like every car in the market has its negatives. I have tried hard to find as many as I can but I only find one. Fuel consumption. Well at least you know it before you buy, it even though that Mazda misleads you with the 12.3l per 100km. The best i have managed is 14.5l per 100 km.",3
533,"Due to the excellent lease programs, I decided on the F-150 due to the value of the programs. I came out of a 2003 Taurus that I drove 100K+ miles without an ounce of trouble. Although it took a day or two to get used to the size, this truck has exceeded my expectations in every conceivable way. It's comofortable, it's smooth and handles beautifilly. The gas mileage of course could be better, but the trade off is excellent road manners, room for 5 and extreme comfort. The 4 X 4 is amazing in snow. Not a squeak, rattle or flaw. I love it.",4
534,"I was not planning on purchasing a Vue. After seeing the quality and test driving it, I was very impressed. I didn't care for the gas mileage, but figured it was a trade off for the AWD and power for Maine driving. I opted out of the original Vue with the 4- cylinder engine. Please take the lack of power into consideration when making your final decision. But, true to their word, Saturn took my 4-cyl. back and put me in to a 6 cyl AWD. What a difference in vehicles. Overall, the Vue has been a pleasant vehicle for me to drive. I use this vehicle for business and drive it every day. When you drive past an older Vue, you'll be proud of how far along they've come.",3
