,TEXT,sentiment
285,"I have owned the last three versions of the Grand Prix and each one has become more technologically advanced and stylish than the last while build quality and interior design has become progressively inferior. My 2007 Grand Prix pales in comparison to the interior design and materials in my 2000. Mesh-like headliner and sun visor material scream ""cheap."" The plastic interior pieces are visually and physically ""hard"". The carpet is coarse and the leather doesn't even smell like leather. Heck, I'm a Grand Prix lover and I'm embarassed for GM. It would seem that the Grand Prix has been allowed to suffer the same agonizing death as its Pontiac brothers. Sorry GM, my next car will be Japanese.",0
286,Bought my Mini new in 2/08 and the fuel pump went out at 17000 miles. Although it was covered under warranty I can only guess what troubles lie ahead. I also had to replace one of the run flat tires to the tune of $249. The car is fun to drive and I have adequate space since I no longer have young kids to transport. But once I experience a major mechanical failure I start looking for a new car. I plan to buy a new Honda or Toyota in 2/10.,0
287,"This is our second BMW, we are so disappointed with the quality of construction. The front bumper, a pathetic piece of plastic just buckled and fell when going over a bump. Told by a BMW service agent that this is happening so frequently with the x3 that people are not even bothering to fix the bumper, they just drive around with it hanging. This is unconscionably poor construction, design and quality. There are other issues with the quality of materials used in the construction of this car. This is definitely our last BMW and if it wasn't a lease, I would get rid of it immediately.",0
288,"My check engine light has been on 3 times since March, two dealers cannot find the problem, so they reset the computer and send me on my way. And my leather seat was defective, that has been replaced. Did I mention my bluetooth has been replaced also, all of this before the 6,000 miles mark. What a lemon. If you own a Nissan, good luck if you have a warranty issue.",0
289,While this is a pretty neat auto the road noise will take away many points. We traded a 2004 Ford Explorer on this car mainly because of the horrible road noise we got with the Ford. We have a neat new auto with almost the same tee same level of noise. We did not notice on the 2 test drives as both days were extremely windy. The dealer now tells me that there is no insulation on this vehicle as it is considered in the Civic family. We were told that the top end Accord and Oddessy would have insulation and be much quieter. Great! The fuel economy is not that great for a 4 cylinder either.,0
290,"This Jeep's top leaked since day 1. It has been in to be repaired 6 times and out of service more than 30 days. I have filed under lemon law /and was given a mediator /with no resolution. 5 months later I was forced into buying a foreign used car so I could get to work. I do not recommend this Jeep to any! Chrysler does not back product, they sure can sell you a car, but service is not there anymore. Stay away",0
291,"When I first drove the car I fell in love with it and immediately bought it. The very responsive engine coupled with 18"" performance tires made this car fun to drive. Just two months later and the clutch has way too much transmission feel and the gas consumption is not even close to the quoted technical specifications. Unless my dealer can solve the consumption issue I am estimating that this car will cost me $400-500 more per year than I should expect based on quoted estimates. In terms of the clutch, the feel has drastically changed from when I first took delivery. My dealer is claiming that it is operating normally. I hope this is not a sign of things to come.",0
292,Too much plastic. Window gears gave up at 2100. Soft as a truck and hard as a sedan - pick one and stay with it if you're GM. Gave it back to corporate HQ before 3500 miles. Got myself another Taurus!,0
293,"My biggest dissapointment with this car is gas mileage. Granted, I am averaging about 38 MPG, but nowhere near the stated 51 MPG. I could have bought a Chevy Aveo or Honda Fit for much less money. Quality is surprisingly poor - had to take car to dealer for leaks around the hatch area several times. Car is very uncomfortable for long trips- OK for jaunts around town. Seats are very hard and unsupportive. Performance is very iffy especially merging on freeways. When pressed too hard you get the feeling that the thing is about ready to break. Great second or third car, but not adequate for all- around duty.",0
294,"I purchased my 2008 Avenger in April 2008. I am very disappointed with it. I have 12,478 miles on it. Brakes grind, door and side pannels creek like crazy...cant find that problem to fix, Im on my 4th mygig radio(Keeps Freezing up). Sluggish tranny(4cyl). Front noises when you turn or go over a bump. AC doesnt work well, numerous blind spots, chrome plasic around shifter inside blinds driver, poorly designed trunk pours water into the trunk when wet and many many more just running out of room. PLEASE DO NOT BUY ONE.JUNK This is just the worst car I have ever owned. Back in 1997 I had a brand new avenger and loved it so I thought I would take a chance with the 2008. What a mistake.",0
295,"I loved driving my used 2001 Limited Edition PT Crusier but was having some problems with it come 2007 so I decided it was time for a new one..despite the previous problems I had, I figured buying a brand new one I wouldn't have any problems, so I purchased a brand new Cruiser on January 1, 2008. Do you think it's been a joy? Not one bit! I have had nothing but problems since day one! It has been in for balancing over 3 times, the tires have been indexed multiple times, and now it squeaks when I go over anything that makes the car bouce. It's so annoying! Body creaks shouldn't be happening on a less then one year old car! I am over my car and will never buy a Chrysler again!",0
296,I purchased this car a year ago and have been extremely unhappy with the performance in the winter. If it snows less or more than an inch of snow the car will not move it does nothing but spin. It also was parked on a lawn and had to be towed out for it would only spin up mud and not move. I have brand new all season radial on this car and still it cant get out of its own way. The rack that is provided by the factory is terrible I am scared to put my kayaks on them for fear that the rack is to weak & it will break under the pressure. It also does not go wide enough to accomodate the length of the kayaks. Over all this vehicle is to light for the maine winters and I have been very unhappy.,0
297,Bought car 3 months ago and I've had it in for service 5 times in the last month and a half for a squealing problem it makes when I first turn it on in the morning. Very unhappy with the dealership and service techs at van dyn hoven for not fixing what seems like a simple problem and offering a loaner vehicle. Gas mileage is less than 20 mpg's. Sunglasses holder to small and doesn't fit glasses. Fuel door broke off already when my husband bumped it with his arm when putting fuel in. Made of cheap plastic. Headrest and armrest are also awkward for me.,0
298,"I use my Ridgeland off road a good amount. I regularly smell burning grass after drivng down dirt roads with grass growing in the middle. I have had a serious fire in the engine compartment which caused over $5,000 of damage. I have had one other small fire which I put out with a garden hose. There is a connection around the exhaust pipe that catches grass and leaves which smolder and/or catch fire. You may remember the Honda ads during the last March Madness showing a ""herd"" of Ridgelines crossing a field of tall grasses. That was a brush fire in the making. This pickup is safe in the mall parking lot, but don't go near the grass. Honda has been unresponsive.",0
299,"After several very positive experiences with Toyota, I came up with a downer. Quite evident, the more Toyota grows, the more it has taken some quality control out of there vehicles. I have 6k miles on mine and have an off and on noise that happens at 75-80 (dealer can't diagnose 'cause they can only drive it up to 70), front dash rattles, passenger door rattles and has had to be towed as it wouldn't start (Thank God I purchased the extended service plan otherwise I would have been really irked paying for towing on a 3 month old truck). I wouldn't mind a littler better mileage but it's not bad. Power is good for a V6 and comfort is good as well. I still like it but wish it were better.",0
300,"The rear Differential broke 2 times within 2 weeks and 700 miles on the car! The power steering is jittery, They also installed the ski rack on wrong and The bike rack is too high on the car to even put a bike up there. This car is nothing but problems and poor design. Also the extended warranty has about 3 pages of what it doesn't cover, and only 1 paragraph of what it does cover and maybe when you will use the $1000 dollar warranty, it may cover a radio now if you're lucky.. When I got my car back from the dealer it seems like the 4wd doesn't even work.",0
301,"Since day one I am having transmission problems. The dealer keeps on saying there is nothing wrong with the vehicle, but there is. It slows down too quickly when your foot is removed from the gas pedal. Sooner or later I will be rear-ended. I am in arbitration now. I was told by a Toyota the tech to drive aggressively. That is against the law. As of now I am due for an arbitration hearing.",0
302,I bought a 2008 Dodge Caliber last October within a month of purchasing it I had it in the shop. The transmission is horrible. Anytime I got to stop or start it jolts and spudders like it is about to stall. Called Dodge apparently some Calibers have this problem others do not. Also they said there is no fix! Than went back to have front struts replaced and to look and trans again and again no fix! Now the problem seems to happen when in reverse. I'm really not happy with this vehicle.,0
303,"We bought this car for the advertized fuel economy and to buy American. I alway buy AWD, but thought FWD would be fine and thought mild increase in fuel economy would be good. Wrong!This car can't get out of it's own way in the snow. It's so heavy in the rear there is no weight on the front tires. Forget about pulling onto a street after a snowstorm. The MPG is 15.5 at best. You can get near the 24 on the highway if you don't exceed 65 MPH. All in all, 15.5 is not 16-24 that they advertize. I am a sad consumer when 2 of the three reasons I bought it were a fraud.",0
304,"This car has blown repeated computers, ohms regulator, the air conditioner blower replaced, the cup holder has jammed into the dash, the trunk leaks, the motor already has a 'knocking sound'. It has literally been in the shop nearly as much as in my garage. Can't get it repaired timely because they apparently don't make the parts until there is a problem. If this is a car you need to be dependent on, don't buy it. If you have the patience to work with the mechanics, go for it, its beautiful, but I'd recomend waiting until the next line comes out, my car seems to be a 'beta' test version.",0
305,"At 54, this was my very first new car...ever! Everyone said what great cars Hondas are, so I was excited to be buying one, and my beloved Element to boot. At 1000 miles it had been in the shop twice for fuel tank sensor issues. Now at just shy of a year and only 5700 miles I am truly disappointed. It IS fun to drive and I love its funny nerd cool look, but the quality really lacks....small irritations: defrosters are non- existent, radio speakers vibrated from the start, driver's side doors rattle. I'm a single old guy, so it's hardly been given rough treatment.",0
306,"I loved this great looking vehicle on the road! Loved it, loved it, loved it! Until I purchased it! I was very disappointed the very first day! I could feel every tiny bump on the road, the steering wheel is very tight, therefore it's not very easy to maneuver. I also couldn't adjust the seat into a comfortable position, and was suffering from the back pain until I got used to it. I am 5,6"" and I guess this car is not for shorties. Moms, beware! The metal anchors are so deep, it took me about 20 minutes to install the car seat! Right now I got used to the car, love all other features: Bluetooth, tech pack, back-up camera and keyless entry, but will be looking for another one soon.",0
307,My driver's side door latch keeps coming loose and making a clunking sound when I go over even the smallest of bumps. The dealer has repaired it 5 times and the noise came back again. I'm in the process of taking the car to Lemon law arbitration to force the dealer to give me my money back. Jim in MA,0
308,"I chose the C70 over an Audi due to the hardtop. I have had it in the shop seven times and 90 days since May '08 for roof issues. Fortunately none of them have been major, but a major inconvenience on my time. My biggest problem has been getting anyone from Volvo corporate to give me a call to discuss some kind of resolution.",0
309,"I loved the look of the new Escalade and alas that is all the car is. Just something good to look at. But it is a mechanical nightmare. This truck looks, drives and feels like it was put together in a hurry. I only have 2500 miles on it and the tranny bucks like a horse at least 3 times a day. Cadillac has reprogrammed some kind of computer but it keeps doing it and they say that there is nothing that they can do to fix it. It also idles very rough, the first month we had it it was fine and now it vibrates so badly at stop lights that it is embarrassing. Cadillac told me to use premium, I have and it still does it.Sometimes the power lift gate does not want to work. Should've gotten a 08 Sequoia",0
310,"We were so happy when we bought our Acadia. Great looks, power, and felt solid. After we bought the car we learned how bad the fuel economy was. I also noticed the hesitation up hills. Throttle response is terrible if you step on it. At 8,000 miles check engine light came on. Service center told us fuel cap and camshaft problem? Camshaft? Only 8,100 miles on this car.",0
311,"After a year of research and test driving various SUVs and crossovers we settled on the HH and decided to order exactly what we wanted. We had test driven several HH and other hybrids and all were quiet, but none impressed us like the HH. When our HH came in we were excited. It was beautiful and had everything we wanted, except for the NOISE! When we brake to slow down it sounds like a jet engine winding down. It also has a click. We were expecting the quiet we had experienced with the other HHs we drove, but were greatly disappointed. The dealership has told us that some hybrids have that noise more than others - it is normal. I won't order again. I buy what I test drive on the lot.",0
312,"My boyfriend bought the van over a year ago for him and his kids. He was sold on the ""safety feature"" that said that any obstruction would automatically open the side door. Since then we have constantly had problems with the power doors-- if you are on any type of incline, the power doors have a great chance of not closing as well as sliding forward on their own. His 9 year old son has actually had his hand crushed in the doors (that DID NOT automatically open) when he was reaching to grab his seat belt to buckle in as the door closed. Both of his children are now terrified of the closing doors and warn their friends to not touch the doors. I am almost 30 and even I get nervous about it.",0
313,"I commute 120 miles a day, so gas mileage was of paramount importance. I have always owned Hondas and loved them-except for this one. The passenger/driver sun visors have broken 3 times. The paint is blistering and peeling off the bumpers. The windshield is VERY long, prone to cracking and the sun visor will take up what little cargo space there is. The rear child tethers are so close to the seat, you cannot use them. I was informed today the brakes need replacing every 20-25,000 miles since all the 2008 have a new brake system to eliminate braking noise that results in 1/2 the usual brake life. I'd rather have the noise...and a different car. $300 every 8 months is pricey.",0
314,For the past 9 years I have had an ML320 and was persuaded to trade it on a new Lexus. So I get the RX 350 and all I can say about it is that the fit and finish are great. For the rated horsepower it seems to underperform. I was used to a car that was much heavier with a lower horsepower rating that outperformed this dog. All I can say about the handling is that it reminds me of an old man car like the old Buick LaSabre. Very boring and no feel of the road. If you own an M Class hold on to it and treasure it.,0
315,"We purchased this car thinking we would never have another new car since we are retired and getting old and wont be driving that many years. The wind noise in this car is so bad we can't talk. We have taken it back to dealer any number of times. First they said Nissan was working on the problems and to come back in a month, we did that, after 3 trips to dealership we are getting that is a characteristic of this car and nothing can be done about it. We are very unhappy with the way we have been treated. I am really not just an old woman trying to grip, we do have a problem and can not get any one to help us. All I can say don't buy a Nissan Rouge, it is a waste of good money.",0
316,"Let me start by saying, I like the van and this is my second one. But the new design has a whistling sound when doing 65-70 MPH. The problem is around the windshield on the unit, Between the window and the pillar that extends to the roof. The rubber insert is not long enough and it causes a whistle sound. You will need to tape the outside until you can run a thin bead of caulk under the rubber to prevent the wind from getting in. I do a lot of driving in a year (42,000 annually) and I currently have it taped and it has stopped the noise. Good luck.",0
317,"I bought a kia rio sedan in 2008 have had a new transmission put in to date still having problems with transmission automatic shift from park reverse or drive to revervse is very slow I am left seating in the road waiting for it transmission to shift I feel this is a safety issue and kia should correct it after many many time taking it to shop they tell me I dont know have to drive and there is nothing wrong with my car, it is the worst car I have ever had will not buy another one nor would I recommend anyone else to buy one.",0
318,"Have had nothing but issues. I take it in at least once a month to be fixed, mainly with Brakes and Power steering. Brakes replaced twice fixed four times. First set of brakes were replaced at 9,000 miles. Power steering sensor fixed once then replaced once because it would lock on me while Id drive. Feel very unsafe in this car. Dealership won't do anything for me. Trying to argue the MI Lemon Law with Pontiac Corp. Have also had issues with tire pressure. Let's just say, I will never get a GM again... doing everything I can to get out of this lease!!",0
319,"I bought this Silverado classic ext cab 2wd in oct 06 for 25k. Trade value now is 6500. Two reasons, the first is the 4.3 vortec v-6. It is way underpowered. The transmission grinds and tries to shift too much between 35- 40 mph. I had the transmission replaced at 30 K (unacceptable). I wanted to give GM another shot after driving Fords for so long. I will not do it again. Vehicle rides good and I get about 17.5 mpg around town.",0
320,"17K, add engine oil light came on. Noted to be 2 qts low. Thought this was odd since too new for this to occur. 22K, light came on again. Dealer stated ""not uncommon to burn thru a quart or 2 in the break in period. Funny. Light has come on at least 8 times. Burned thru 12+ qts in the past 10K. Dealer has done pressure test, die test (although they never finalized procedure as they claimed they did), checked valve springs for knicks (according to TSB). No oil coming out of tailpipe and no leaks what so ever. Dealer keeps telling me to put on more miles. No resolution to date. I'm done! Have seen others with same problem on the web. Do not recommend this vehicle & MPG stinks",0
321,"Transmission hesitation/performance is a glaring design issue. At times the tranny acts as it doesn't know what gear it is suppose to be in. Which negatively effects MPG. Currently gettng 14-15 city and 16-18 highway. Dealer installed software update but no help. Another update is available but told it would cost me 3-4 MPG and once installed ut can't be backed out! Have had 9 other Buicks and loved them all. This car, once you look past its beauty is a big dissappointment. Would not recommend until GM permanently fixes the tranny issues. Dealer does acknowledge this is an issue.",0
322,"I just purchase a 2008 commander and I am having water leaking through even when I just use wipers the hand rails near window. Going into speakers. Short, crackle sound, right side speaker don't work. Who knows where water is traveling now! Also, when driving can hear wind through windshield. Hard to see through rear window with rear back seats up, don't use it.I can't really rate the vehicle to much, since it's only been a month, so far not good.",0
323,"I purchased a 2007R/T in Feb. A manager was driving it. It has 6700 on it now. It. Making a chattering noise from the front end. At times it seems to get louder. Two dealerships called Chrysler and they know about the problem? But they don't what it is and they don't know how to fix it? They say it is safe to drive? How do they know if they don't know what's wrong, or fixing it?",0
324,"My previous model ESV 2004, had features that I felt made it a luxury vehicle. The 2008 seats are hard, do not hold you in position when cornering. The sun visor is poor. Previous model had more flexibility. Headrest ability to bend forward is now seriously lacking. I happened apparently to be one of the few people that used the disc changer system under random ALL. Since the addition of the backup camera this feature has been removed. This last item damed near stopped the purchase. I now wish that I had purchased a Mercedes GL 550. Which at this point in time will be my next purchase; and most likely sooner than later. This is my 10th new Cadillac purchase in a row.",0
325,"Poor handling at high speed. Car shakes at high speed. Car seems to float at 80 mph. Very top heavy in curves. Car tight into curves, loose in the center and loose out of curves. Car performance seems to go away during after being driven through out day. Low gear is too high, poor performance at start. A/C fan blower very low. Door locks should lock when car is in gear.",0
326,"Had an '03, loved it. From the specs the '08 should be even better. It is in every way except the ride. If you're on smooth blacktop fine, any other surface you will feel via the seat each tar strip, pavement crack, bump, and if you hit a hole... oh my! I drive 55 Ca. freeway miles a day. Hate the ride every mile. Suspension way too stiff for Toyota's luxury flagship, just jar & jolt. 17"" wheels don't help either. 16"" means more absorbing rubber and a softer ride. They need to quit trying to build cars to satisfy the specification desires of some auto magazines testers whose standards are usually race track handling, the biggest wheels & lots of hpwr. The Avalon isn't a sports car!",0
327,"Our 3rd Audi. This one is just not up to what we had expected. Example - the gas door feels and works like a Yugo. Instrument panel is directly under cup holders and any spills screw up the audio. $800 to fix and not covered by warranty. Service has declined dramatically over the years. It feels like they are trying to wring every dime they can from us at every chance. Not much different than most but different than our past experience. Have had for 1.5 years and seems like there is always some little thing wrong. Engine is great, great on snow. If I had it to do over again I would get the GL 450 or 550. The Acura is more reliable but does not drive as well or turn as sharply.",0
328,"I got this car in place of a Porsche 911 S and believe me, this car is no Porsche. It's huge for a ""sports car"". A sports car is supposed to be small, powerful and nimble. The Vette's handling is comparable to an elephant trying to perform on the balance beam at the Olympics. Sure, I like the power under the hood. 30 horses with the dual mode exhaust sounds great, but that's about the only thing that's great on this car. After driving BMW's, Z cars, Porsche's and even my Mercedes E350, I am very disappointed in the way this car's handing and appointments are for the money. Can't anyone in the U.S. build a ""sports car"" at least in the league of the afore mentioned. Pitiful.",0
329,"We've owned many domestic vehicles and decided to step-up to the 'superior' quality of a Honda. What a disappointment! The first year was okay with the vehicle however it's now falling apart. Performs poorly in the cold, if it starts at all. Don't think of driving in winter weather without snow tires. The alarm is toast. The electronics are on the fritz. Seat belts don't retract. Weather stripping is worn through. Loud clunk in the trunk area when making turns. Has a severe shake when approaching highway speeds. Hard to find a comfortable driving position. Overall, the most disappointing vehicle we've ever owned! Will never buy a Honda again.",0
330,"I've owned 10 vehicles over the last 25 years and the CLS550 is unquestionably the biggest disappointment. Bottom line - I've got an $80,000+ luxury vehicle with all the bells and whistles that drives like a 1972 Fiat. Despite being in the shop 3 times in the first 90 days, the vehicle continues to violently rattle and vibrate, the ""premium sound system"" sounds like a transistor radio, and the ""climate controlled seats"" are nothing more than a weak fan with an imperceptable effect. Two thumbs down!",0
331,"Buyer beware. I am very disappointed. The most troublesome problem with the car is that there is a significant, and very distracting, vibration in the steering wheel, driver?s seat, and middle console when the car is at a resting idle. This alone makes me dislike this car. The car has been in for service 3 times. American Honda Corp?s position on the problem is that it is within manufacturing standards. There is also a significant vibration in the steering wheel and roughness at highway speeds. The road noise is loud. This car does NOT get 34 mpg, 30 at best. I would not buy this car again. I would recommend you test drive multiple cars and read many customer reviews.",0
332,"I guess I expected more from my first BMW. My wife hated the way it drove around town, so now it's mine. The transmission is definitely a design flaw and there should be a recall. On the highway it rides like a dream. It's like riding on a rail and it takes discipline to stay below 100 mph. I had a lifter noise and after several visits to service, they had to replace the cylinder head. That was another nightmare. The dealer and BMW should have made a better effort to compensate for my inconvenience.",0
333,Makes clunk noise as you pull forward every time (sounds like transmission) and several times we were told that was normal. Now it is being looked at. Brakes squeeled and entire neighborhood laughed at new truck when backing up. Now has squeal in steering when turning either direction and car only has 7200 miles on it. Hate it already. Don't know what will happen next.,0
334,"I have had my Rabbit for 2 years and have loved driving it. The problem with this car is that, when something happens to it (or even when you need an oil change), you'll be put in the poor house. Beware, the Rabbit is very high-maintenance and pricey once off-the-lot. I was lightly rear-ended, small dent: $900. I drove a dirt road leading to a mountain hiking trail and hit a bump, transmission needs to be replaced: $7000. Even an oil change: $90. I will be saving the $7000 needed to put in a new transmission and choosing a reliable, low-maintenance Japanese car, like I had before.",0
335,"The styling of the car is impressive as it has the lines of a much more expensive car. The ride has been disappointing. Very bumpy and not driver friendly at highway speeds. I was willing to overlook the firm ride if highway stability was solid but that's just not the case. The transmission has a tendency to shift up at low RPM (1K-2K) leaving normal acceleration feeling tired. Although, the 6cyl is very responsive if you step on it or use the paddle shifter instead.",0
336,"After having waited for this car, and paying for the upgrades, i feel like my money went down the drain. Day 1, pick up the car, leave the dealership, and there is a popping noise from the suspension, the cd player was broken. Took the car in found that the suspension needed to be fixed, the front tires had to be replaced and the cd player among other items. A month into ownership, the car starts making all kinds of rattles, and loud noises when coming to a stop. Cat was replaced and many clips and molding in the car. Transmission started popping out of third gear, that is still being worked on. All in all, Honda has done over 9K of warranty work on the car already!",0
337,"My chief complaint of this car is it has no locking glove compartment. For God's sake Kia's have locking glove compartments. How do you turn your vehicle over to a valet? Presumably a Mercedes would likely visit valet parking more often than most? Add to that, access to the rear seats comes from lifting and pulling forward the rear seat. Cars half its price have electric motors that do it. Its like driving an old Euro taxi. Build quality, first year, 3rd brakelight lens cover fell out when trunk closed, whining belt pulley,seatbelt not retracting correctly. Wife's '06 E series needed new tranny first 3 months of owning. Not your daddys Benz.",0
338,"I got a lemon. My Escape was great for the first 6 months and now it seems to be in the shop every week. Back hatch mechanism failed twice, had to replace condenser motor because of a transmission leak. My temperature and door lock options on the convience package change on there own and ford has no fix yet. Fog lights are filling up with water and shorting out.",0
339,"When I purchased this car, I loved the features. Now, almost two years later, I regret buying it. While still very pretty, for a mini van, every thing is breaking. The rear cup holders, the rear sonar, the rear cover. Every little piece of plastic that can break is breaking. I could understand if I was hard on the vehicle. But it is mostly city driving, which the mileage is horrible, 11-13 miles per gallon.",0
340,"I bought the Tiburon new. I started having trouble with the tires right away. Had to air them up within first month, and every 6-8 weeks after that. Took it back to the dealer four times. They said no apparent leak, maybe a problem with the seal. So added nitrogen. 8 weeks later, a tire low again. Deal will not replace tire. Hyundai customer service says Hyundai is not responsible for defective tires, the tire manufacturer is. I purchased road hazard and extended warranty. Neither will cover defective tires. I don't feel safe driving the car.",0
341,"2nd Review, Now have 49000 miles on truck. For the first year only in the shop 13 times. 2 Radiators, Turbo controller, P/S idler pulley, A/C repair, Still smimmys when starting from stop. Trans now and again down shifts hard like I got rear ended. Dealer says no problem found. Goes into regen 3 to 5 times a day, sucks fuel while in regen. Dealer says, That is normal. Before computer up date, maybe regens 3 times a week. The truck has power, I am afraid to take off road. Will the radiator leak? Will I start a desert fire from the regen? Will I have to walk 60 miles because the truck broke down? My 2000 Ford f250 4X4 7.3L,(bought new), 268,000 miles in the shop 4 times.",0
342,"I got a really good deal on my Sentra, that's the good news. The rest is mostly negative. The driving position is very uncomfortable for me. I am an average size woman 5'6"" and I find the seats too small. If it was a purchase from any place other than a car dealership, I would have returned it for refund in the first week. But I'm stuck with it for years. It has been in the shop 5 times. The clutch makes a noise when depressed and again when released. The side windows rattle in their seals. After 2,500 miles, the Service Engine Soon light came on and the cruise control stopped working. I definitely should have spent more time test-driving this car and exploring other options!",0
343,"I like the gas mileage, ride,and handling but at 1100 miles I noticed that when I filled the gas tank the gas guage only went to 3 quarters full! Now at 2100 miles I have a check engine light and the code states that the fuel level sensor in the gas tank is no longer working! It's a disappointment to already be having problems at such a low mileage and I wonder if this is the start of things to come!",0
344,"Only 4K miles and now looking at a possible third transmission. Have been without the car for more than 5 weeks. An annoying rattle turned into a much larger problem: I would depress the clutch, the shifter would then pop out of gear into neutral without even touching it. Then, while driving and in gear, the shifter would simply pop out and into neutral. No clutch action necessary. Now on the second transmission. Very loud all around gearbox; difficult to shift--esp into third. Last night, went to start it: depressed clutch and stepped once on gas pedal and released: next thing I know, engine totally revs like I am still stepping on the gas! SCARY! I just want a replacement--auto trans now!",0
345,"Have a 1998 GS 400. Have owned/leased at least 5 others since 1993. This one does not live up to the hype. Extremely annoying feeling of gas- electric-gas kickin/out etc. at speeds around 59 mph. Miniscule trunk. I am currently attempting to get out from under this ""Edsel"". PS: the mileage is really only a 4-5 mpg better than my GS 400.",0
346,"Not exactly the low-cost of ownership vehicle advertised. I just had to replace brake pads @ 9,900 miles to the tune of $270 out of pocket. I've owned many new cars in my lifetime and never replaced pads under 10k miles. This was a disappointing experience, so I have written a letter to American Honda. There are other similar complaint visible on the web. Honda needs to make improvements to the brake pad materials. Other than this, the car is comfortable, fun to drive and fuel efficient.",0
347,"This is not a bad car at all setting aside from numerous dealership visits within the 25k miles I have clocked with this vehicle. The engine is very smooth, quiet yet not as powerful as I would like, even with the manual transmission. The down points for this car is various suspension noises & horrible manual transmission/factory flywheel combo. At about 5000 miles, the manual transmission had to be replaced. Right after, various TSB's were performed for interior noises & passenger side front A-Pillar head air bag cover was replaced. Now I hear clanking in the suspension area when going over any type of bump or road imperfection. Also, interior plastic clips are getting loose which make noise.",0
348,"I did a lot of research to see what new car I wanted to buy. I decided on the Impala. Had a 72 and loved it. After taking my time and looking around I finally bought the 08 Impala. But, am having touble with the brakes. Had them redone and the day after they were as bad if not worse then before I had them worked on. Pulsate when stopping and jerks me back and forth until stopped. The front axle seal had to be fixed was leaking. Had an emission sensor go out and fixed. OnStar is not working properly the dealership is reviewing the recall papers to see what needs to be fixed. Seats are very uncomfortable. Very disappointed. I did the research and got stuck. Oh, the glove box broke.",0
349,"For the upper end of Impalas, this has been a real joke. The rattles and windshield leaks make you feel like you're watching an outdoor concert of bad music. Hit a pothole and OnStar wants to know if everyone in the car is OK--even though they think I'm about 80 miles from where I actually was . . . and they called back three times to verify that nothing was wrong. I listened to them more than the radio. Where do I find the fuse to kill that beast?",0
350,"I researched this vehicle before buying and found that all but one were great ratings. The one bad stated that he had electrical problems from the very beginning. Well, I am the second. After only 10 months, the alarm would trigger when ever I unlocked and opened the door. They replaced a circuit card. Then, the steering wheel would not tilt. They replaced the switch twice and then the steering column. Then it would not tilt nor telescope so they replaced a circuit card. Three weeks later, it's doing it again. The DVD volume is much louder than the radio and they can't fix it. The fan under the hood is very loud sometimes. I am getting lots of rattles and wind noise now.",0
351,"Our problems began after 4 months and less than 3000 miles when a p.s. hose burst on Jan 21/08. Dealer said it was probably water in the p.s. hose that froze and burst the line! No hoses available in N.A. so dealer finally stripped a new vehicle to get us going after a week. Second p.s. hose burst Feb. 13 causing smoke and fumes to enter our vehicle while driving! P.S. hose replaced again. Feb 21, 3rd hose ruptures, radiator is leaking antifreeze, transmission leaking oil and various electrical problems occurring. Still waiting on parts and without the use of our Vue for almost 2 months . Dealer does not know what is causing the problems. We are very very disappointed with this vehicle.",0
352,"I have owned this car since 1/1 and had nothing but problems with the front suspension. This car has very weak front springs especially the right side bottoms out with every bump in the road, inclined driveways forget about it. The front underside has taken a beating with such a weak suspension. Has been in the shop numerous times but to no avail(so far). Dealership has replaced front strut, aligned it and reposition a strut also to rid itself of a loud popping noise on the left front side. Will go back in the shop next week. Springs are so weak I can compress them with a single hand Fuel mileage I find above average, great dash and readouts, comfortable seats(do not spill on them).",0
353,"First vehicle I ever bought. Family has always owned Dodge with no problems. I have owned the vehicle for 7 mo and has been in the shop 7 times (mainly due to unreliable technicians). I have a squeek in the dash and passanger door that just wont go away. Recenly the bed of the pickup is offset from the passanger compartment. Also, after 2 hrs of driving the MDS doesn't know what to do (vehicle is constantly surging with the flucuating RPM's).",0
354,"Start with my X5 has only 3500 miles in it, at 2000 miles engine light came, per mechanic something wrong with catalytic converter, failed fan just recently while traveling in freeway a small rock or pebble hit my front panel creating a quarter sized hole, side panel just behind headlight is made with composite or some kind of plastic.",0
355,Ahhhh - right now what I can say. It gets bad gas mileage and I have only 6706 miles on it and already had it in service department 3 times with window switches and engine light comes on. There is no power.,0
356,"This is the worst vehicle I have ever owned. Passenger window rattles, brakes are poor, seat is hard and uncomfortable, radio sound quality is dismal. Also the paint is rough to the touch as though it has dirt embedded in it. The steering wheel does not return to the on center position without assistance. I read all the reviews before purchasing and cannot believe that they were mostly positive. Perhaps the higher models are more comfortable.",0
357,"I have 8 2007 Passats that I use as TaxiCabs. 3 engines and 4 transmissions have already gone. Granted, we put alot of miles on it, but the turbo engine just does not stand up. Computer requires multiple visits to the dealer for reflash and these cars are absolutely draining the company wallet. Ive always owned Audis and VW's and never had so much trouble. Absolute money pit.",0
358,I was disappointed in the ride. It sure didn't compare to my former Mercury Mountaineer. However the handling is very agile. Wish I had noticed how bland the car's exterior was in comparison to other suvs.,0
